#consumed-cpu number-of-readers number-of-writers direct-reads direct-reads-mean-error direct-writes direct-writes-mean-error direct-volatile-reads direct-volatile-reads-mean-error direct-volatile-writes direct-volatile-writes-mean-error synchronized-reads synchronized-reads-mean-error synchronized-writes synchronized-writes-mean-error reentrant-read-write-lock-reads reentrant-read-write-lock-reads-mean-error reentrant-read-write-lock-writes reentrant-read-write-lock-writes-mean-error atomic-reads atomic-reads-mean-error atomic-writes atomic-writes-mean-error adder-reads adder-reads-mean-error adder-writes adder-writes-mean-error stamped-reads stamped-reads-mean-error stamped-writes stamped-writes-mean-error
1 12 12 44387,009 4194,827 83108,814 55759,640 44878,680 12235,763 10940,074 1390,570 2406,585 131,470 2402,914 103,996 1097,941 71,527 3891,382 149,555 53683,824 7943,342 20667,445 1754,890 6257,130 355,009 84883,543 8158,799 30242,665 3169,620 110,963 2,917 
1 2 1 80442,295 5284,249 25770,028 6128,273 82593,726 8636,544 9730,681 2005,317 4768,488 594,729 2161,507 438,546 2172,708 106,410 2491,425 105,940 91056,114 8548,481 17959,613 2652,392 85733,641 7480,201 11232,900 1629,703 20082,527 4102,728 1527,501 285,282 
1 3 1 109910,907 7466,640 34442,087 13005,578 112222,081 14693,921 10182,376 2802,883 2779,338 198,470 1148,286 200,994 2298,796 112,398 1751,732 81,647 103808,169 10459,748 18720,231 3107,822 95862,051 5372,416 10375,785 2281,551 27666,465 3306,790 1003,284 160,637 
1 4 1 135336,411 16852,979 28358,055 5875,371 132359,746 18863,437 10658,178 2378,939 2879,872 206,834 708,594 86,593 1993,896 88,332 1380,325 60,034 136533,143 10254,482 17189,949 2697,078 118106,161 6055,554 12044,103 1916,468 37160,967 2686,791 694,696 83,390 
1 5 1 165837,845 16344,585 28373,293 8791,248 164820,269 26404,407 10419,466 2605,870 3032,147 228,776 592,821 115,593 1900,749 86,231 1103,212 42,496 156488,648 12704,377 18824,997 2856,428 139159,556 11018,063 12351,014 2043,471 42240,905 3699,950 778,052 153,278 
1 6 1 187971,460 10701,168 39362,343 17476,536 185328,436 14307,519 9245,757 2318,704 3447,260 199,227 545,639 96,399 1779,135 32,628 884,634 32,800 189558,893 16049,158 17852,223 2739,437 167286,606 13239,448 10717,678 1945,898 46788,900 3092,556 597,128 105,914 
1 7 1 214144,697 16961,791 29504,773 10831,932 245497,645 41564,450 9659,530 2510,188 3297,264 152,611 494,943 88,833 1719,087 42,922 732,129 27,129 233199,931 17825,157 16382,169 2869,804 189501,573 12824,641 11678,509 2139,539 55522,485 3108,133 520,307 89,563 
1 8 1 231074,148 22800,425 36898,021 11829,319 242892,072 20221,092 8776,933 2255,155 3381,187 127,790 419,827 49,379 1625,056 36,567 603,291 21,872 270070,557 20187,316 16507,335 2490,776 228676,917 10139,539 10917,384 1929,134 63104,237 4032,846 459,277 83,019 
1 9 1 269515,790 15512,006 39061,233 16635,817 275984,912 16224,612 7304,662 2203,685 3539,519 91,149 378,471 60,926 1590,224 34,302 537,084 21,359 279324,928 20180,160 16336,851 2833,868 265898,519 13815,182 10865,085 1921,636 63173,729 3223,125 457,991 101,971 
1 10 1 304910,131 14170,526 35493,993 14485,762 333924,645 33002,707 8900,328 2392,814 3625,713 207,205 349,221 74,642 1544,915 39,407 456,597 15,490 322382,764 19513,721 18365,770 2374,099 301964,968 19789,578 10834,525 1772,433 78440,057 4557,340 378,288 47,659 
1 11 1 335108,970 21680,230 26901,435 9026,176 354051,456 33866,546 8868,114 2524,137 3369,898 92,599 299,094 37,753 1475,539 71,226 410,843 20,615 378680,518 29761,830 15367,891 2677,283 316227,214 17016,690 10165,312 1914,114 80021,865 7920,135 369,890 81,014 
